test_case_id,chunk_id,pred_prob,pred_label,max_pred_prob,example_pred_label
retailbankQA_test_32,32_0,0.99695516,1,0.99695516,1
retailbankQA_test_32,32_165,0.9948348,1,0.99695516,1
retailbankQA_test_33,33_0,0.99840087,1,0.99840087,1
retailbankQA_test_33,33_217,0.99766517,1,0.99840087,1
retailbankQA_test_34,34_0,0.96596086,1,0.99558395,1
retailbankQA_test_34,34_133,0.9904275,1,0.99558395,1
retailbankQA_test_34,34_266,0.99558395,1,0.99558395,1
retailbankQA_test_35,35_0,0.9985648,1,0.9985648,1
retailbankQA_test_35,35_193,0.9977437,1,0.9985648,1
retailbankQA_test_36,36_0,0.9980558,1,0.9980558,1
retailbankQA_test_36,36_255,0.9926087,1,0.9980558,1
retailbankQA_test_37,37_0,0.9983456,1,0.9983456,1
retailbankQA_test_38,38_0,0.9986475,1,0.9986475,1
retailbankQA_test_38,38_203,0.9981762,1,0.9986475,1
retailbankQA_test_39,39_0,0.28228042,0,0.28228042,0
retailbankQA_test_39,39_270,0.001636571,0,0.28228042,0
retailbankQA_test_40,40_0,0.99857676,1,0.99857676,1
retailbankQA_test_40,40_149,0.9984591,1,0.99857676,1
retailbankQA_test_41,41_0,0.9979778,1,0.9979778,1
retailbankQA_test_42,42_0,0.998616,1,0.998616,1
retailbankQA_test_42,42_221,0.9981693,1,0.998616,1
retailbankQA_test_43,43_0,0.9985385,1,0.9985385,1
retailbankQA_test_43,43_211,0.9985019,1,0.9985385,1
retailbankQA_test_44,44_0,0.99843687,1,0.9984629,1
retailbankQA_test_44,44_210,0.9984629,1,0.9984629,1
retailbankQA_test_45,45_0,0.9983644,1,0.9983644,1
retailbankQA_test_45,45_212,0.9979329,1,0.9983644,1
retailbankQA_test_46,46_0,0.9961558,1,0.9976954,1
retailbankQA_test_46,46_132,0.9976954,1,0.9976954,1
retailbankQA_test_46,46_264,0.9960849,1,0.9976954,1
retailbankQA_test_47,47_0,0.9984079,1,0.9984079,1
retailbankQA_test_47,47_194,0.99819475,1,0.9984079,1
retailbankQA_test_48,48_0,0.99861085,1,0.99861085,1
retailbankQA_test_48,48_201,0.9984055,1,0.99861085,1
retailbankQA_test_49,49_0,0.99758506,1,0.9983558,1
retailbankQA_test_49,49_204,0.9983558,1,0.9983558,1
retailbankQA_test_50,50_0,0.9982079,1,0.9982079,1
retailbankQA_test_51,51_0,0.9981865,1,0.9981865,1
retailbankQA_test_52,52_0,0.9978725,1,0.9978725,1
retailbankQA_test_53,53_0,0.99832314,1,0.9983784,1
retailbankQA_test_53,53_255,0.9983784,1,0.9983784,1
retailbankQA_test_54,54_0,0.9985253,1,0.9985253,1
retailbankQA_test_55,55_0,0.9971764,1,0.99731296,1
retailbankQA_test_55,55_216,0.99731296,1,0.99731296,1
retailbankQA_test_56,56_0,0.99702877,1,0.99702877,1
retailbankQA_test_57,57_0,0.99835396,1,0.99835396,1
retailbankQA_test_57,57_280,0.988897,1,0.99835396,1
retailbankQA_test_58,58_0,0.9984939,1,0.9984939,1
retailbankQA_test_59,59_0,0.99819416,1,0.99819416,1
retailbankQA_test_60,60_0,0.9982399,1,0.9982399,1
retailbankQA_test_61,61_0,0.9986527,1,0.9986527,1
retailbankQA_test_61,61_240,0.99802554,1,0.9986527,1
retailbankQA_test_62,62_0,0.9984592,1,0.9984592,1
retailbankQA_test_62,62_257,0.99446374,1,0.9984592,1
retailbankQA_test_63,63_0,0.99859697,1,0.99859697,1
retailbankQA_test_64,64_0,0.9976387,1,0.9976387,1
retailbankQA_test_65,65_0,0.9977063,1,0.9977063,1
retailbankQA_test_66,66_0,0.9981633,1,0.9981633,1
retailbankQA_test_67,67_0,0.9982855,1,0.9982855,1
retailbankQA_test_68,68_0,0.99817765,1,0.99817765,1
retailbankQA_test_69,69_0,0.9952366,1,0.9952366,1
retailbankQA_test_70,70_0,0.9986143,1,0.9987264,1
retailbankQA_test_70,70_253,0.9987264,1,0.9987264,1
retailbankQA_test_71,71_0,0.99857986,1,0.99857986,1
retailbankQA_test_71,71_244,0.9981785,1,0.99857986,1
retailbankQA_test_72,72_0,0.99774075,1,0.99774075,1
retailbankQA_test_72,72_170,0.99760866,1,0.99774075,1
retailbankQA_test_73,73_0,0.99823076,1,0.99823076,1
retailbankQA_test_74,74_0,0.99857104,1,0.99857104,1
retailbankQA_test_74,74_247,0.9985487,1,0.99857104,1
retailbankQA_test_75,75_0,0.9984744,1,0.9984744,1
retailbankQA_test_75,75_217,0.9983463,1,0.9984744,1
retailbankQA_test_76,76_0,0.99836916,1,0.99837554,1
retailbankQA_test_76,76_153,0.99837554,1,0.99837554,1
retailbankQA_test_77,77_0,0.9928104,1,0.9971232,1
retailbankQA_test_77,77_121,0.9897838,1,0.9971232,1
retailbankQA_test_77,77_242,0.9971232,1,0.9971232,1
retailbankQA_test_78,78_0,0.9984114,1,0.9984114,1
retailbankQA_test_78,78_281,0.9305129,1,0.9984114,1
retailbankQA_test_79,79_0,0.99868494,1,0.99868494,1
retailbankQA_test_79,79_143,0.9984124,1,0.99868494,1
retailbankQA_test_79,79_286,0.99805766,1,0.99868494,1
retailbankQA_test_80,80_0,0.9974751,1,0.9974751,1
retailbankQA_test_80,80_233,0.0021295769,0,0.9974751,1
retailbankQA_test_81,81_0,0.9979419,1,0.99795145,1
retailbankQA_test_81,81_180,0.99795145,1,0.99795145,1
retailbankQA_test_82,82_0,0.9983108,1,0.9983144,1
retailbankQA_test_82,82_247,0.9983144,1,0.9983144,1
retailbankQA_test_83,83_0,0.9971852,1,0.9971852,1
retailbankQA_test_83,83_121,0.99717134,1,0.9971852,1
retailbankQA_test_83,83_242,0.99625444,1,0.9971852,1
retailbankQA_test_84,84_0,0.99851054,1,0.99851054,1
retailbankQA_test_84,84_251,0.9984106,1,0.99851054,1
retailbankQA_test_85,85_0,0.9982167,1,0.99823123,1
retailbankQA_test_85,85_109,0.99822325,1,0.99823123,1
retailbankQA_test_85,85_218,0.99823123,1,0.99823123,1
retailbankQA_test_86,86_0,0.99757284,1,0.9978108,1
retailbankQA_test_86,86_114,0.9978108,1,0.9978108,1
retailbankQA_test_86,86_228,0.9974964,1,0.9978108,1
retailbankQA_test_87,87_0,0.99822515,1,0.99822515,1
retailbankQA_test_87,87_125,0.99808383,1,0.99822515,1
retailbankQA_test_87,87_250,0.9981166,1,0.99822515,1
retailbankQA_test_88,88_0,0.99842936,1,0.99842936,1
retailbankQA_test_88,88_141,0.998004,1,0.99842936,1
retailbankQA_test_89,89_0,0.9959352,1,0.9959352,1
retailbankQA_test_89,89_107,0.99048644,1,0.9959352,1
retailbankQA_test_89,89_214,0.9926617,1,0.9959352,1
retailbankQA_test_89,89_321,0.9847151,1,0.9959352,1
retailbankQA_test_90,90_0,0.99855655,1,0.99855655,1
retailbankQA_test_90,90_232,0.99808973,1,0.99855655,1
retailbankQA_test_91,91_0,0.998428,1,0.998428,1
retailbankQA_test_91,91_258,0.99520504,1,0.998428,1
retailbankQA_test_92,92_0,0.99855477,1,0.99855477,1
retailbankQA_test_93,93_0,0.99843234,1,0.99843234,1
retailbankQA_test_93,93_237,0.99834716,1,0.99843234,1
retailbankQA_test_94,94_0,0.9980781,1,0.9983107,1
retailbankQA_test_94,94_237,0.9983107,1,0.9983107,1
retailbankQA_test_95,95_0,0.9984263,1,0.9984263,1
retailbankQA_test_95,95_188,0.9981468,1,0.9984263,1
retailbankQA_test_96,96_0,0.99837923,1,0.99837923,1
retailbankQA_test_96,96_105,0.9981365,1,0.99837923,1
retailbankQA_test_96,96_210,0.9979121,1,0.99837923,1
retailbankQA_test_96,96_315,0.99777645,1,0.99837923,1
retailbankQA_test_97,97_0,0.9985246,1,0.9985246,1
retailbankQA_test_97,97_143,0.9980254,1,0.9985246,1
retailbankQA_test_97,97_286,0.9981838,1,0.9985246,1
retailbankQA_test_98,98_0,0.9986324,1,0.9986324,1
retailbankQA_test_98,98_157,0.99847096,1,0.9986324,1
retailbankQA_test_98,98_314,0.9981244,1,0.9986324,1
retailbankQA_test_99,99_0,0.99858403,1,0.99858403,1
retailbankQA_test_99,99_183,0.9980405,1,0.99858403,1
retailbankQA_test_100,100_0,0.9986821,1,0.9986821,1
retailbankQA_test_100,100_217,0.9982786,1,0.9986821,1
retailbankQA_test_101,101_0,0.99772245,1,0.99772245,1
retailbankQA_test_101,101_192,0.97572815,1,0.99772245,1
retailbankQA_test_102,102_0,0.9976694,1,0.9976694,1
retailbankQA_test_102,102_181,0.99760985,1,0.9976694,1
retailbankQA_test_103,103_0,0.99826604,1,0.9983284,1
retailbankQA_test_103,103_202,0.9983284,1,0.9983284,1
retailbankQA_test_104,104_0,0.9980945,1,0.99861205,1
retailbankQA_test_104,104_259,0.99861205,1,0.99861205,1
retailbankQA_test_105,105_0,0.99849784,1,0.99849784,1
retailbankQA_test_106,106_0,0.99861836,1,0.99861836,1
retailbankQA_test_106,106_152,0.99841654,1,0.99861836,1
retailbankQA_test_107,107_0,0.99728775,1,0.99738306,1
retailbankQA_test_107,107_143,0.99738306,1,0.99738306,1
retailbankQA_test_108,108_0,0.9970632,1,0.9983614,1
retailbankQA_test_108,108_119,0.9983614,1,0.9983614,1
retailbankQA_test_108,108_238,0.9980501,1,0.9983614,1
retailbankQA_test_109,109_0,0.9983364,1,0.9984602,1
retailbankQA_test_109,109_133,0.9984602,1,0.9984602,1
retailbankQA_test_109,109_266,0.9982285,1,0.9984602,1
retailbankQA_test_110,110_0,0.9980484,1,0.9980484,1
retailbankQA_test_111,111_0,0.6364695,1,0.9963826,1
retailbankQA_test_111,111_141,0.9963826,1,0.9963826,1
retailbankQA_test_111,111_282,0.9960438,1,0.9963826,1
retailbankQA_test_112,112_0,0.99819475,1,0.99819475,1
retailbankQA_test_112,112_285,0.99782723,1,0.99819475,1
retailbankQA_test_113,113_0,0.9975751,1,0.9975751,1
retailbankQA_test_113,113_187,0.99660885,1,0.9975751,1
retailbankQA_test_114,114_0,0.9981035,1,0.9983367,1
retailbankQA_test_114,114_239,0.9983367,1,0.9983367,1
retailbankQA_test_115,115_0,0.99827945,1,0.9983845,1
retailbankQA_test_115,115_165,0.9983845,1,0.9983845,1
retailbankQA_test_116,116_0,0.99799806,1,0.99799806,1
retailbankQA_test_116,116_139,0.99754816,1,0.99799806,1
retailbankQA_test_116,116_278,0.9977271,1,0.99799806,1
retailbankQA_test_117,117_0,0.9977272,1,0.9977272,1
retailbankQA_test_117,117_212,0.9955948,1,0.9977272,1
retailbankQA_test_118,118_0,0.99826616,1,0.99830097,1
retailbankQA_test_118,118_108,0.99830097,1,0.99830097,1
retailbankQA_test_118,118_216,0.9978557,1,0.99830097,1
retailbankQA_test_119,119_0,0.998393,1,0.998393,1
retailbankQA_test_119,119_170,0.99817777,1,0.998393,1
retailbankQA_test_120,120_0,0.998092,1,0.998092,1
retailbankQA_test_120,120_108,0.9977204,1,0.998092,1
retailbankQA_test_120,120_216,0.9966092,1,0.998092,1
retailbankQA_test_121,121_0,0.99840564,1,0.99840564,1
retailbankQA_test_121,121_163,0.9983791,1,0.99840564,1
retailbankQA_test_122,122_0,0.9986091,1,0.9986091,1
retailbankQA_test_122,122_147,0.9981487,1,0.9986091,1
retailbankQA_test_123,123_0,0.9983897,1,0.9983897,1
retailbankQA_test_123,123_170,0.9981852,1,0.9983897,1
retailbankQA_test_124,124_0,0.9312071,1,0.9933542,1
retailbankQA_test_124,124_65,0.96458834,1,0.9933542,1
retailbankQA_test_124,124_130,0.9874462,1,0.9933542,1
retailbankQA_test_124,124_195,0.9933542,1,0.9933542,1
retailbankQA_test_124,124_260,0.9921433,1,0.9933542,1
retailbankQA_test_125,125_0,0.9986141,1,0.9986141,1
retailbankQA_test_125,125_254,0.9983633,1,0.9986141,1
retailbankQA_test_126,126_0,0.99836224,1,0.99836224,1
retailbankQA_test_127,127_0,0.998044,1,0.9982514,1
retailbankQA_test_127,127_272,0.9982514,1,0.9982514,1
retailbankQA_test_128,128_0,0.99855834,1,0.99855834,1
retailbankQA_test_129,129_0,0.99847573,1,0.99847573,1
retailbankQA_test_129,129_269,0.998464,1,0.99847573,1
retailbankQA_test_130,130_0,0.99868864,1,0.99868864,1
retailbankQA_test_130,130_182,0.9985972,1,0.99868864,1
retailbankQA_test_131,131_0,0.998278,1,0.9983524,1
retailbankQA_test_131,131_180,0.9983524,1,0.9983524,1
retailbankQA_test_132,132_0,0.99804795,1,0.99804795,1
retailbankQA_test_132,132_275,0.98700756,1,0.99804795,1
retailbankQA_test_133,133_0,0.998563,1,0.998563,1
retailbankQA_test_133,133_209,0.9983907,1,0.998563,1
retailbankQA_test_134,134_0,0.997997,1,0.99816626,1
retailbankQA_test_134,134_151,0.99816626,1,0.99816626,1
retailbankQA_test_135,135_0,0.9984457,1,0.9984457,1
retailbankQA_test_135,135_146,0.9981171,1,0.9984457,1
retailbankQA_test_136,136_0,0.99813914,1,0.99813914,1
retailbankQA_test_136,136_146,0.99790347,1,0.99813914,1
retailbankQA_test_137,137_0,0.998422,1,0.99850047,1
retailbankQA_test_137,137_233,0.99850047,1,0.99850047,1
retailbankQA_test_138,138_0,0.99836963,1,0.99836963,1
retailbankQA_test_138,138_176,0.9983419,1,0.99836963,1
retailbankQA_test_139,139_0,0.9984896,1,0.9984896,1
retailbankQA_test_139,139_197,0.9984548,1,0.9984896,1
retailbankQA_test_140,140_0,0.99863917,1,0.99863917,1
retailbankQA_test_140,140_222,0.9984383,1,0.99863917,1
retailbankQA_test_141,141_0,0.99862444,1,0.99862444,1
retailbankQA_test_141,141_185,0.9985495,1,0.99862444,1
retailbankQA_test_142,142_0,0.99861944,1,0.99861944,1
retailbankQA_test_142,142_199,0.9984289,1,0.99861944,1
retailbankQA_test_143,143_0,0.9985678,1,0.9985678,1
retailbankQA_test_143,143_193,0.9984169,1,0.9985678,1
retailbankQA_test_144,144_0,0.9984976,1,0.998548,1
retailbankQA_test_144,144_218,0.998548,1,0.998548,1
retailbankQA_test_145,145_0,0.9984681,1,0.9984681,1
retailbankQA_test_145,145_189,0.998398,1,0.9984681,1
retailbankQA_test_146,146_0,0.99608326,1,0.99608326,1
retailbankQA_test_146,146_61,0.9854724,1,0.99608326,1
retailbankQA_test_146,146_122,0.98855853,1,0.99608326,1
retailbankQA_test_146,146_183,0.99156934,1,0.99608326,1
retailbankQA_test_146,146_244,0.9955304,1,0.99608326,1
retailbankQA_test_147,147_0,0.998346,1,0.998346,1
retailbankQA_test_147,147_165,0.9982899,1,0.998346,1
retailbankQA_test_148,148_0,0.9984206,1,0.9984206,1
retailbankQA_test_148,148_167,0.99829596,1,0.9984206,1
retailbankQA_test_149,149_0,0.9985695,1,0.9985695,1
retailbankQA_test_149,149_168,0.9983499,1,0.9985695,1
retailbankQA_test_150,150_0,0.4574488,0,0.4574488,0
retailbankQA_test_151,151_0,0.99559635,1,0.99559635,1
retailbankQA_test_151,151_185,0.9816886,1,0.99559635,1
retailbankQA_test_152,152_0,0.9982408,1,0.9982931,1
retailbankQA_test_152,152_117,0.9982931,1,0.9982931,1
retailbankQA_test_152,152_234,0.9980458,1,0.9982931,1
retailbankQA_test_153,153_0,0.9884997,1,0.9884997,1
retailbankQA_test_154,154_0,0.9978194,1,0.9978194,1
retailbankQA_test_155,155_0,0.9980578,1,0.9980578,1
retailbankQA_test_155,155_223,0.9978333,1,0.9980578,1
retailbankQA_test_156,156_0,0.9982603,1,0.9983537,1
retailbankQA_test_156,156_226,0.9983537,1,0.9983537,1
retailbankQA_test_157,157_0,0.99808323,1,0.99808323,1
retailbankQA_test_157,157_171,0.9978173,1,0.99808323,1
retailbankQA_test_158,158_0,0.9979825,1,0.9979825,1
retailbankQA_test_158,158_215,0.9977931,1,0.9979825,1
retailbankQA_test_159,159_0,0.99843794,1,0.99843794,1
retailbankQA_test_159,159_240,0.9973239,1,0.99843794,1
retailbankQA_test_160,160_0,0.9983209,1,0.9983209,1
retailbankQA_test_161,161_0,0.9950539,1,0.9950539,1
retailbankQA_test_162,162_0,0.99434257,1,0.99434257,1
retailbankQA_test_162,162_197,0.9866128,1,0.99434257,1
retailbankQA_test_163,163_0,0.99818003,1,0.99818003,1
retailbankQA_test_164,164_0,0.9982613,1,0.9982613,1
retailbankQA_test_165,165_0,0.9981933,1,0.9981933,1
retailbankQA_test_166,166_0,0.9981219,1,0.9981219,1
retailbankQA_test_166,166_222,0.99700695,1,0.9981219,1
retailbankQA_test_167,167_0,0.997463,1,0.997463,1
retailbankQA_test_168,168_0,0.9887509,1,0.9887509,1
retailbankQA_test_169,169_0,0.99774003,1,0.99774003,1
retailbankQA_test_169,169_296,0.9947588,1,0.99774003,1
retailbankQA_test_170,170_0,0.99796695,1,0.99796695,1
retailbankQA_test_171,171_0,0.9974389,1,0.9974389,1
retailbankQA_test_171,171_204,0.9949301,1,0.9974389,1
retailbankQA_test_172,172_0,0.9929933,1,0.9950348,1
retailbankQA_test_172,172_204,0.9950348,1,0.9950348,1
retailbankQA_test_173,173_0,0.99739134,1,0.99739134,1
retailbankQA_test_173,173_195,0.9955278,1,0.99739134,1
retailbankQA_test_174,174_0,0.05066307,0,0.05066307,0
retailbankQA_test_175,175_0,0.9986714,1,0.9986714,1
retailbankQA_test_175,175_239,0.99835604,1,0.9986714,1
retailbankQA_test_176,176_0,0.99841356,1,0.99841356,1
retailbankQA_test_176,176_193,0.998283,1,0.99841356,1
retailbankQA_test_177,177_0,0.9984114,1,0.9984114,1
retailbankQA_test_178,178_0,0.9983005,1,0.9983005,1
retailbankQA_test_178,178_219,0.9981756,1,0.9983005,1
retailbankQA_test_179,179_0,0.99813545,1,0.99813545,1
retailbankQA_test_179,179_167,0.99710804,1,0.99813545,1
retailbankQA_test_180,180_0,0.9984493,1,0.9984493,1
retailbankQA_test_180,180_199,0.9976921,1,0.9984493,1
retailbankQA_test_181,181_0,0.99808455,1,0.99808455,1
retailbankQA_test_181,181_285,0.9977203,1,0.99808455,1
retailbankQA_test_182,182_0,0.9984812,1,0.9984812,1
retailbankQA_test_182,182_164,0.9981376,1,0.9984812,1
retailbankQA_test_183,183_0,0.99834466,1,0.99834466,1
retailbankQA_test_183,183_241,0.99822885,1,0.99834466,1
retailbankQA_test_184,184_0,0.9984407,1,0.9984407,1
retailbankQA_test_184,184_153,0.9984225,1,0.9984407,1
retailbankQA_test_185,185_0,0.99796677,1,0.99796677,1
retailbankQA_test_186,186_0,0.94457453,1,0.94457453,1
retailbankQA_test_187,187_0,0.9984894,1,0.9984894,1
retailbankQA_test_187,187_201,0.9976368,1,0.9984894,1
retailbankQA_test_188,188_0,0.99820983,1,0.99820983,1
retailbankQA_test_188,188_268,0.9979341,1,0.99820983,1
retailbankQA_test_189,189_0,0.9978375,1,0.9978375,1
retailbankQA_test_190,190_0,0.9978859,1,0.9978859,1
retailbankQA_test_190,190_312,0.9964378,1,0.9978859,1
retailbankQA_test_191,191_0,0.99680674,1,0.9975089,1
retailbankQA_test_191,191_218,0.9975089,1,0.9975089,1
retailbankQA_test_192,192_0,0.9942175,1,0.9952318,1
retailbankQA_test_192,192_277,0.9952318,1,0.9952318,1
retailbankQA_test_193,193_0,0.9977906,1,0.9977906,1
retailbankQA_test_194,194_0,0.99823606,1,0.99823606,1
retailbankQA_test_194,194_202,0.99803466,1,0.99823606,1
retailbankQA_test_195,195_0,0.997846,1,0.9985251,1
retailbankQA_test_195,195_296,0.9985251,1,0.9985251,1
retailbankQA_test_196,196_0,0.97866404,1,0.97866404,1
retailbankQA_test_196,196_149,0.9344852,1,0.97866404,1
retailbankQA_test_197,197_0,0.9982634,1,0.9982634,1
retailbankQA_test_198,198_0,0.99828005,1,0.99828005,1
retailbankQA_test_198,198_181,0.9980471,1,0.99828005,1
retailbankQA_test_199,199_0,0.9975459,1,0.9975459,1
retailbankQA_test_199,199_184,0.99474347,1,0.9975459,1
retailbankQA_test_200,200_0,0.99840075,1,0.99840075,1
retailbankQA_test_200,200_200,0.9982492,1,0.99840075,1
retailbankQA_test_201,201_0,0.9985549,1,0.9985549,1
retailbankQA_test_201,201_229,0.9977781,1,0.9985549,1
retailbankQA_test_202,202_0,0.9984969,1,0.9984969,1
retailbankQA_test_203,203_0,0.99849856,1,0.9985959,1
retailbankQA_test_203,203_260,0.9985959,1,0.9985959,1
retailbankQA_test_204,204_0,0.99709857,1,0.99724483,1
retailbankQA_test_204,204_184,0.99724483,1,0.99724483,1
retailbankQA_test_205,205_0,0.9969734,1,0.9982703,1
retailbankQA_test_205,205_194,0.9982703,1,0.9982703,1
retailbankQA_test_206,206_0,0.9973049,1,0.9973049,1
retailbankQA_test_206,206_269,0.9959396,1,0.9973049,1
retailbankQA_test_207,207_0,0.9983033,1,0.9983033,1
retailbankQA_test_208,208_0,0.99805814,1,0.99805814,1
retailbankQA_test_208,208_207,0.9975128,1,0.99805814,1
retailbankQA_test_209,209_0,0.9985232,1,0.9985232,1
retailbankQA_test_210,210_0,0.9982121,1,0.9984598,1
retailbankQA_test_210,210_175,0.9984598,1,0.9984598,1
retailbankQA_test_211,211_0,0.9985178,1,0.9985178,1
retailbankQA_test_212,212_0,0.9983333,1,0.9983871,1
retailbankQA_test_212,212_170,0.9983871,1,0.9983871,1
retailbankQA_test_213,213_0,0.99839395,1,0.99839395,1
retailbankQA_test_214,214_0,0.9982961,1,0.99833375,1
retailbankQA_test_214,214_162,0.99833375,1,0.99833375,1
retailbankQA_test_215,215_0,0.99835277,1,0.99835277,1
retailbankQA_test_215,215_172,0.9980159,1,0.99835277,1
retailbankQA_test_216,216_0,0.99778914,1,0.9982572,1
retailbankQA_test_216,216_140,0.9979103,1,0.9982572,1
retailbankQA_test_216,216_280,0.9982572,1,0.9982572,1
retailbankQA_test_217,217_0,0.9983699,1,0.9983699,1
retailbankQA_test_217,217_113,0.9981591,1,0.9983699,1
retailbankQA_test_217,217_226,0.99788755,1,0.9983699,1
retailbankQA_test_218,218_0,0.99799,1,0.9983364,1
retailbankQA_test_218,218_142,0.9983364,1,0.9983364,1
retailbankQA_test_218,218_284,0.99833137,1,0.9983364,1
retailbankQA_test_219,219_0,0.9974342,1,0.9980246,1
retailbankQA_test_219,219_151,0.9980246,1,0.9980246,1
retailbankQA_test_219,219_302,0.9976139,1,0.9980246,1
retailbankQA_test_220,220_0,0.998376,1,0.998376,1
retailbankQA_test_221,221_0,0.9984212,1,0.9984212,1
retailbankQA_test_222,222_0,0.99833494,1,0.99833494,1
retailbankQA_test_223,223_0,0.9977291,1,0.99781185,1
retailbankQA_test_223,223_182,0.99781185,1,0.99781185,1
retailbankQA_test_224,224_0,0.99768305,1,0.99768305,1
retailbankQA_test_225,225_0,0.99831796,1,0.99831796,1
retailbankQA_test_225,225_217,0.99828255,1,0.99831796,1
retailbankQA_test_226,226_0,0.9982406,1,0.9982406,1
retailbankQA_test_226,226_206,0.9980438,1,0.9982406,1
retailbankQA_test_227,227_0,0.99795806,1,0.99795806,1
retailbankQA_test_227,227_222,0.9978271,1,0.99795806,1
retailbankQA_test_228,228_0,0.9981914,1,0.9981914,1
retailbankQA_test_228,228_242,0.9978265,1,0.9981914,1
retailbankQA_test_229,229_0,0.9982008,1,0.9982008,1
retailbankQA_test_229,229_204,0.9980252,1,0.9982008,1
retailbankQA_test_230,230_0,0.99830735,1,0.99830735,1
retailbankQA_test_230,230_264,0.99752015,1,0.99830735,1
retailbankQA_test_231,231_0,0.9976392,1,0.9976392,1
retailbankQA_test_231,231_167,0.9971589,1,0.9976392,1
retailbankQA_test_232,232_0,0.9984693,1,0.9984693,1
retailbankQA_test_233,233_0,0.9984982,1,0.9984982,1
retailbankQA_test_233,233_235,0.99791807,1,0.9984982,1
retailbankQA_test_234,234_0,0.99846846,1,0.99846846,1
retailbankQA_test_234,234_253,0.99828416,1,0.99846846,1
retailbankQA_test_235,235_0,0.99842,1,0.99842,1
retailbankQA_test_236,236_0,0.99868745,1,0.99868745,1
retailbankQA_test_237,237_0,0.9984616,1,0.9984616,1
retailbankQA_test_237,237_207,0.9981469,1,0.9984616,1
retailbankQA_test_238,238_0,0.9978824,1,0.9978824,1
retailbankQA_test_238,238_237,0.9971679,1,0.9978824,1
retailbankQA_test_239,239_0,0.9979576,1,0.9979576,1
