test_case_id,chunk_id,pred_prob,pred_label,max_pred_prob,example_pred_label,true_label,source_ds,source
retailbankQA_test_76,76_0,0.99836916,1,0.99837554,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_77,77_0,0.9928104,1,0.9971232,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_78,78_0,0.9984114,1,0.9984114,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_79,79_0,0.99868494,1,0.99868494,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_80,80_0,0.9974751,1,0.9974751,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_81,81_0,0.9979419,1,0.99795145,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_82,82_0,0.9983108,1,0.9983144,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_83,83_0,0.9971852,1,0.9971852,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_84,84_0,0.99851054,1,0.99851054,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_85,85_0,0.9982167,1,0.99823123,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_86,86_0,0.99757284,1,0.9978108,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_87,87_0,0.99822515,1,0.99822515,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_88,88_0,0.99842936,1,0.99842936,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_89,89_0,0.9959352,1,0.9959352,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_90,90_0,0.99855655,1,0.99855655,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_91,91_0,0.998428,1,0.998428,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_92,92_0,0.99855477,1,0.99855477,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_93,93_0,0.99843234,1,0.99843234,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_94,94_0,0.9980781,1,0.9983107,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_95,95_0,0.9984263,1,0.9984263,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_96,96_0,0.99837923,1,0.99837923,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_97,97_0,0.9985246,1,0.9985246,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_98,98_0,0.9986324,1,0.9986324,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_99,99_0,0.99858403,1,0.99858403,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_100,100_0,0.9986821,1,0.9986821,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_101,101_0,0.99772245,1,0.99772245,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_102,102_0,0.9976694,1,0.9976694,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_103,103_0,0.99826604,1,0.9983284,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_104,104_0,0.9980945,1,0.99861205,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_105,105_0,0.99849784,1,0.99849784,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_106,106_0,0.99861836,1,0.99861836,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_107,107_0,0.99728775,1,0.99738306,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_108,108_0,0.9970632,1,0.9983614,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_109,109_0,0.9983364,1,0.9984602,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_110,110_0,0.9980484,1,0.9980484,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_111,111_0,0.6364695,1,0.9963826,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_112,112_0,0.99819475,1,0.99819475,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_113,113_0,0.9975751,1,0.9975751,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_114,114_0,0.9981035,1,0.9983367,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_115,115_0,0.99827945,1,0.9983845,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_116,116_0,0.99799806,1,0.99799806,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_117,117_0,0.9977272,1,0.9977272,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_118,118_0,0.99826616,1,0.99830097,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_119,119_0,0.998393,1,0.998393,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_120,120_0,0.998092,1,0.998092,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_121,121_0,0.99840564,1,0.99840564,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_122,122_0,0.9986091,1,0.9986091,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_123,123_0,0.9983897,1,0.9983897,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_124,124_0,0.9312071,1,0.9933542,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_125,125_0,0.9986141,1,0.9986141,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_126,126_0,0.99836224,1,0.99836224,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_127,127_0,0.998044,1,0.9982514,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_128,128_0,0.99855834,1,0.99855834,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_129,129_0,0.99847573,1,0.99847573,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_130,130_0,0.99868864,1,0.99868864,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_131,131_0,0.998278,1,0.9983524,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_132,132_0,0.99804795,1,0.99804795,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_133,133_0,0.998563,1,0.998563,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_134,134_0,0.997997,1,0.99816626,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_135,135_0,0.9984457,1,0.9984457,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_136,136_0,0.99813914,1,0.99813914,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_137,137_0,0.998422,1,0.99850047,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_138,138_0,0.99836963,1,0.99836963,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_139,139_0,0.9984896,1,0.9984896,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_140,140_0,0.99863917,1,0.99863917,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_141,141_0,0.99862444,1,0.99862444,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_142,142_0,0.99861944,1,0.99861944,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_143,143_0,0.9985678,1,0.9985678,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_144,144_0,0.9984976,1,0.998548,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_145,145_0,0.9984681,1,0.9984681,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_146,146_0,0.99608326,1,0.99608326,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_147,147_0,0.998346,1,0.998346,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_148,148_0,0.9984206,1,0.9984206,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_149,149_0,0.9985695,1,0.9985695,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_150,150_0,0.4574488,0,0.4574488,0,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_151,151_0,0.99559635,1,0.99559635,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_152,152_0,0.9982408,1,0.9982931,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_153,153_0,0.9884997,1,0.9884997,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_154,154_0,0.9978194,1,0.9978194,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_155,155_0,0.9980578,1,0.9980578,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_156,156_0,0.9982603,1,0.9983537,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_157,157_0,0.99808323,1,0.99808323,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_158,158_0,0.9979825,1,0.9979825,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_159,159_0,0.99843794,1,0.99843794,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_160,160_0,0.9983209,1,0.9983209,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_161,161_0,0.9950539,1,0.9950539,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_162,162_0,0.99434257,1,0.99434257,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_163,163_0,0.99818003,1,0.99818003,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_164,164_0,0.9982613,1,0.9982613,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_165,165_0,0.9981933,1,0.9981933,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_166,166_0,0.9981219,1,0.9981219,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_167,167_0,0.997463,1,0.997463,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_168,168_0,0.9887509,1,0.9887509,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_169,169_0,0.99774003,1,0.99774003,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_170,170_0,0.99796695,1,0.99796695,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_171,171_0,0.9974389,1,0.9974389,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_172,172_0,0.9929933,1,0.9950348,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_173,173_0,0.99739134,1,0.99739134,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_174,174_0,0.05066307,0,0.05066307,0,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_175,175_0,0.9986714,1,0.9986714,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_176,176_0,0.99841356,1,0.99841356,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_177,177_0,0.9984114,1,0.9984114,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_178,178_0,0.9983005,1,0.9983005,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_179,179_0,0.99813545,1,0.99813545,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_180,180_0,0.9984493,1,0.9984493,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_181,181_0,0.99808455,1,0.99808455,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_182,182_0,0.9984812,1,0.9984812,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_183,183_0,0.99834466,1,0.99834466,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_184,184_0,0.9984407,1,0.9984407,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_185,185_0,0.99796677,1,0.99796677,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_186,186_0,0.94457453,1,0.94457453,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_187,187_0,0.9984894,1,0.9984894,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_188,188_0,0.99820983,1,0.99820983,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_189,189_0,0.9978375,1,0.9978375,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_190,190_0,0.9978859,1,0.9978859,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_191,191_0,0.99680674,1,0.9975089,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_192,192_0,0.9942175,1,0.9952318,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_193,193_0,0.9977906,1,0.9977906,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_194,194_0,0.99823606,1,0.99823606,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_195,195_0,0.997846,1,0.9985251,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_196,196_0,0.97866404,1,0.97866404,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_197,197_0,0.9982634,1,0.9982634,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_198,198_0,0.99828005,1,0.99828005,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_199,199_0,0.9975459,1,0.9975459,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_200,200_0,0.99840075,1,0.99840075,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_201,201_0,0.9985549,1,0.9985549,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_202,202_0,0.9984969,1,0.9984969,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_203,203_0,0.99849856,1,0.9985959,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_204,204_0,0.99709857,1,0.99724483,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_205,205_0,0.9969734,1,0.9982703,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_206,206_0,0.9973049,1,0.9973049,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_207,207_0,0.9983033,1,0.9983033,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_208,208_0,0.99805814,1,0.99805814,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_209,209_0,0.9985232,1,0.9985232,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_210,210_0,0.9982121,1,0.9984598,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_211,211_0,0.9985178,1,0.9985178,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_212,212_0,0.9983333,1,0.9983871,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_213,213_0,0.99839395,1,0.99839395,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_214,214_0,0.9982961,1,0.99833375,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_215,215_0,0.99835277,1,0.99835277,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_216,216_0,0.99778914,1,0.9982572,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_217,217_0,0.9983699,1,0.9983699,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_218,218_0,0.99799,1,0.9983364,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_219,219_0,0.9974342,1,0.9980246,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_220,220_0,0.998376,1,0.998376,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_221,221_0,0.9984212,1,0.9984212,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_222,222_0,0.99833494,1,0.99833494,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_223,223_0,0.9977291,1,0.99781185,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_224,224_0,0.99768305,1,0.99768305,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_225,225_0,0.99831796,1,0.99831796,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_226,226_0,0.9982406,1,0.9982406,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_227,227_0,0.99795806,1,0.99795806,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_228,228_0,0.9981914,1,0.9981914,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_229,229_0,0.9982008,1,0.9982008,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_230,230_0,0.99830735,1,0.99830735,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_231,231_0,0.9976392,1,0.9976392,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_232,232_0,0.9984693,1,0.9984693,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_233,233_0,0.9984982,1,0.9984982,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_234,234_0,0.99846846,1,0.99846846,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_235,235_0,0.99842,1,0.99842,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_236,236_0,0.99868745,1,0.99868745,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_237,237_0,0.9984616,1,0.9984616,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_238,238_0,0.9978824,1,0.9978824,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_239,239_0,0.9979576,1,0.9979576,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_240,240_0,0.99858874,1,0.99858874,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_241,241_0,0.9985985,1,0.9985985,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_242,242_0,0.9985844,1,0.9985844,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_243,243_0,0.9984842,1,0.9984842,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_244,244_0,0.99820507,1,0.99820507,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_245,245_0,0.99811053,1,0.99811053,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_246,246_0,0.99848914,1,0.99848914,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_247,247_0,0.9978732,1,0.9978732,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_248,248_0,0.9935256,1,0.9935256,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_249,249_0,0.99828327,1,0.99828327,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_250,250_0,0.9984457,1,0.9984457,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_251,251_0,0.9976736,1,0.9981115,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_252,252_0,0.9985493,1,0.9985493,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_253,253_0,0.9978607,1,0.9978607,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_254,254_0,0.9981548,1,0.9981548,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_255,255_0,0.99849343,1,0.99849343,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_256,256_0,0.99837995,1,0.99837995,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_257,257_0,0.9963928,1,0.9963928,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_258,258_0,0.9957066,1,0.9957066,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_259,259_0,0.9982346,1,0.9982346,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_260,260_0,0.99841154,1,0.99841154,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_261,261_0,0.99839884,1,0.99839884,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_262,262_0,0.9984321,1,0.9984321,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_263,263_0,0.99857163,1,0.99857163,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_264,264_0,0.9942023,1,0.9973563,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_265,265_0,0.9983937,1,0.99841726,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_266,266_0,0.99861085,1,0.99861085,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_267,267_0,0.9986767,1,0.9986767,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_268,268_0,0.99854714,1,0.99854714,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_269,269_0,0.9984976,1,0.9984976,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_270,270_0,0.99798524,1,0.99798524,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_271,271_0,0.9981413,1,0.9981413,1,1,retailbankQA_test,retailbankQA_test
retailbankQA_test_272,272_0,0.99832946,1,0.9984255,1,1,retailbankQA_test,retailbankQA_test
