test_case_id,chunk_id,pred_prob,pred_label,max_pred_prob,example_pred_label,true_label,source_ds,source
13260,3240_0,0.9919071,1,0.9919071,1,1,RAGTruth,halubench
17514,3876_0,0.9968623,1,0.9972277,1,1,RAGTruth,halubench
16155,3717_0,0.86631143,1,0.86631143,1,0,RAGTruth,halubench
53851614-70a8-4a1c-8a8d-4435c053fd45,601_0,0.9911425,1,0.9911425,1,1,DROP,halubench
16356,3720_0,0.9975504,1,0.9975504,1,1,RAGTruth,halubench
131f072d-d892-4f0f-9b35-178cae8e7e29,121_0,0.2212535,0,0.53592235,1,0,DROP,halubench
financebench_id_08880,2002_0,0.5109799,1,0.5109799,1,0,FinanceBench,halubench
18193068,1262_0,0.9678825,1,0.9689826,1,1,pubmedQA,halubench
financebench_id_08435,2480_0,0.52243817,1,0.52243817,1,0,FinanceBench,halubench
04e10d50-4ba2-4dd8-b6b6-0b54c37b9549,50_0,0.14274214,0,0.14274214,0,0,DROP,halubench
financebench_id_09000,2135_0,0.47253382,0,0.47253382,0,0,FinanceBench,halubench
financebench_id_00678,2965_0,0.44108874,0,0.44108874,0,1,FinanceBench,halubench
9b3e1020-b856-4ee9-89bd-d63d7fe98b32,863_0,0.9884537,1,0.9884537,1,1,DROP,halubench
24022305,1474_0,0.9698146,1,0.9698146,1,1,pubmedQA,halubench
21113014,1213_0,0.79047006,1,0.79047006,1,1,pubmedQA,halubench
financebench_id_10424,2008_0,0.4691451,0,0.46947268,0,0,FinanceBench,halubench
15717,3633_0,0.04613773,0,0.051783863,0,1,RAGTruth,halubench
213e2328-2bc9-4486-af7d-9d2c6b5c7192,955_0,0.561416,1,0.561416,1,1,DROP,halubench
14198,3368_0,0.9982509,1,0.9982509,1,1,RAGTruth,halubench
20727fc0-b657-4888-9425-2be4da1f4129,817_0,0.99199283,1,0.99199283,1,1,DROP,halubench
22223149,1822_0,0.8982715,1,0.8982715,1,0,pubmedQA,halubench
e0fc0fab-3576-455b-9459-e868a605a99a,345_0,0.002404463,0,0.002404463,0,0,DROP,halubench
23147408,1681_0,0.18432836,0,0.18432836,0,0,pubmedQA,halubench
15731,3641_0,0.9438472,1,0.9438472,1,1,RAGTruth,halubench
21801416,1517_0,0.43592474,0,0.45558038,0,0,pubmedQA,halubench
25916817,1747_0,0.9521783,1,0.9521783,1,0,pubmedQA,halubench
a69307cb-baac-478f-8785-872029b67390,713_0,0.98858416,1,0.98858416,1,1,DROP,halubench
15204,3558_0,0.9931293,1,0.9931293,1,1,RAGTruth,halubench
5dc37d3d-4702-4f94-9f77-f1145f8e2c65,716_0,0.9869648,1,0.9869648,1,1,DROP,halubench
16691,3773_0,0.9975586,1,0.9975586,1,1,RAGTruth,halubench
17715311,1014_0,0.9766837,1,0.9766837,1,1,pubmedQA,halubench
20476566,1254_0,0.9317428,1,0.9317428,1,1,pubmedQA,halubench
financebench_id_07010,2321_0,0.5026577,1,0.50885284,1,0,FinanceBench,halubench
40020cae-57f6-4a0d-95ff-1f61f65d6678,385_0,0.26015836,0,0.26015836,0,0,DROP,halubench
financebench_id_06791,2129_0,0.5008592,1,0.5008592,1,0,FinanceBench,halubench
financebench_id_09002,2766_0,0.52677923,1,0.52677923,1,1,FinanceBench,halubench
financebench_id_09611,2807_0,0.53987944,1,0.53987944,1,1,FinanceBench,halubench
13311,3255_0,0.7895879,1,0.7895879,1,1,RAGTruth,halubench
financebench_id_01135,2955_0,0.59516525,1,0.59516525,1,1,FinanceBench,halubench
10381996,1592_0,0.051392034,0,0.25271073,0,0,pubmedQA,halubench
5daefd35-2aca-4c15-a3e4-7886ab22c463,245_0,0.59623486,1,0.59623486,1,0,DROP,halubench
15198,3552_0,0.9945966,1,0.9945966,1,1,RAGTruth,halubench
financebench_id_01720,2773_0,0.5247866,1,0.5247866,1,1,FinanceBench,halubench
99c10414-055c-46cb-8e98-a8a1e8cd51e6,149_0,0.0019986387,0,0.0019986387,0,0,DROP,halubench
16357,3721_0,0.9976115,1,0.9976115,1,1,RAGTruth,halubench
financebench_id_02971,2183_0,0.5125543,1,0.512566,1,0,FinanceBench,halubench
14196,3366_0,0.9980743,1,0.9980743,1,1,RAGTruth,halubench
financebench_id_09662,2607_0,0.52337813,1,0.52337813,1,1,FinanceBench,halubench
21767608,1911_0,0.9034481,1,0.9034481,1,0,pubmedQA,halubench
15574174,1896_0,0.76225287,1,0.76225287,1,0,pubmedQA,halubench
f703d43d-73fa-4fda-8913-d81bd5569700,34_0,0.21440352,0,0.21440352,0,0,DROP,halubench
financebench_id_04118,2729_0,0.54267204,1,0.54267204,1,1,FinanceBench,halubench
financebench_id_06673,2349_0,0.5409308,1,0.5409308,1,0,FinanceBench,halubench
26894633,1648_0,0.11751946,0,0.3752965,0,0,pubmedQA,halubench
db5128aa-8f42-440c-a126-1140a6c13507,166_0,0.0022011288,0,0.0022011288,0,0,DROP,halubench
14814,3492_0,0.99727434,1,0.99810934,1,1,RAGTruth,halubench
23702238,1876_0,0.016157657,0,0.09788691,0,0,pubmedQA,halubench
9665051,1399_0,0.9053498,1,0.9053498,1,1,pubmedQA,halubench
12240,3060_0,0.9975231,1,0.99789727,1,1,RAGTruth,halubench
12259,3067_0,0.6877656,1,0.6877656,1,1,RAGTruth,halubench
22365295,1569_0,0.454104,0,0.454104,0,0,pubmedQA,halubench
financebench_id_05713,2292_0,0.52519184,1,0.52519184,1,0,FinanceBench,halubench
26936519,1181_0,0.8428306,1,0.8441626,1,1,pubmedQA,halubench
f0cb13ce-b5c9-4a59-9335-c87bf5bc011a,143_0,0.16331418,0,0.16331418,0,0,DROP,halubench
59f514cd-b9b1-4cd4-81ea-fe56591cb08a,804_0,0.993715,1,0.993715,1,1,DROP,halubench
dc0bbfc9-cd80-4a0d-b700-251bc9fd603e,229_0,0.0019110488,0,0.0019110488,0,0,DROP,halubench
25487603,1080_0,0.84819347,1,0.84819347,1,1,pubmedQA,halubench
financebench_id_03434,2468_0,0.61878073,1,0.69704837,1,0,FinanceBench,halubench
9153465,1420_0,0.94248635,1,0.94248635,1,1,pubmedQA,halubench
25287278,1435_0,0.8335037,1,0.8335037,1,1,pubmedQA,halubench
26748611,1416_0,0.93084866,1,0.93084866,1,1,pubmedQA,halubench
59745eca-d6df-481b-9806-f86a3becee38,837_0,0.99153054,1,0.99153054,1,1,DROP,halubench
ba6bb894-8e10-483d-a6ae-3162c38dbbea,550_0,0.57216287,1,0.57216287,1,1,DROP,halubench
16497990,1164_0,0.89710134,1,0.89710134,1,1,pubmedQA,halubench
f5ff3679-039b-4d31-ba9c-2b23bcdcf134,833_0,0.9910349,1,0.9910349,1,1,DROP,halubench
financebench_id_04133,2015_0,0.50759256,1,0.50759256,1,0,FinanceBench,halubench
14861,3509_0,0.85589445,1,0.963651,1,1,RAGTruth,halubench
17756,3896_0,0.9928877,1,0.99668914,1,1,RAGTruth,halubench
22849512,1090_0,0.8135258,1,0.8539584,1,1,pubmedQA,halubench
20657867,1136_0,0.9268716,1,0.9268716,1,1,pubmedQA,halubench
19237087,1060_0,0.120650165,0,0.120650165,0,1,pubmedQA,halubench
financebench_id_00731,2764_0,0.4622779,0,0.4622779,0,1,FinanceBench,halubench
14819,3497_0,0.99551183,1,0.99696666,1,1,RAGTruth,halubench
14376,3414_0,0.99730706,1,0.9977775,1,1,RAGTruth,halubench
950f2476-04a4-45ca-aa7c-9c6a4d34864c,589_0,0.99019825,1,0.99019825,1,1,DROP,halubench
financebench_id_08765,2576_0,0.6288326,1,0.77562743,1,1,FinanceBench,halubench
financebench_id_04919,2647_0,0.499526,0,0.499526,0,1,FinanceBench,halubench
financebench_id_04978,2411_0,0.5104726,1,0.5104726,1,0,FinanceBench,halubench
581a25ed-56ca-4be7-aa0f-260959f3dd74,487_0,0.0019453836,0,0.0019453836,0,0,DROP,halubench
financebench_id_04578,2066_0,0.5257521,1,0.5257521,1,0,FinanceBench,halubench
20401819,1010_0,0.87913334,1,0.87913334,1,1,pubmedQA,halubench
17254,3862_0,0.8677343,1,0.87377053,1,1,RAGTruth,halubench
25105978,1687_0,0.35355774,0,0.35355774,0,0,pubmedQA,halubench
20549164,1192_0,0.86106473,1,0.86106473,1,1,pubmedQA,halubench
13072,3196_0,0.08305395,0,0.25932825,0,1,RAGTruth,halubench
a81ac703-0b94-4b30-8dea-f01fbe39720f,707_0,0.99475056,1,0.99475056,1,1,DROP,halubench
12522,3126_0,0.996678,1,0.996678,1,1,RAGTruth,halubench
financebench_id_03820,2266_0,0.4796257,0,0.4796257,0,0,FinanceBench,halubench
14352,3402_0,0.9967693,1,0.9967693,1,1,RAGTruth,halubench
17934148,1187_0,0.8865536,1,0.8865536,1,1,pubmedQA,halubench
22668712,1019_0,0.14146483,0,0.14146483,0,1,pubmedQA,halubench
008c309d-84bf-42c6-8123-376d749d50bd,14_0,0.508067,1,0.508067,1,0,DROP,halubench
15677,3617_0,0.008762567,0,0.008762567,0,0,RAGTruth,halubench
22436404,1961_0,0.1121409,0,0.20599277,0,0,pubmedQA,halubench
financebench_id_00634,2215_0,0.16255057,0,0.16255057,0,0,FinanceBench,halubench
16460692,1156_0,0.854324,1,0.854324,1,1,pubmedQA,halubench
16663,3763_0,0.9974426,1,0.9974426,1,1,RAGTruth,halubench
financebench_id_06348,2810_0,0.52600735,1,0.52600735,1,1,FinanceBench,halubench
296c12aa-a1b1-4977-8a70-e06b4a16d002,511_0,0.9896473,1,0.9896473,1,1,DROP,halubench
financebench_id_08119,2294_0,0.51280075,1,0.51280075,1,0,FinanceBench,halubench
financebench_id_05656,2627_0,0.5046789,1,0.63064414,1,1,FinanceBench,halubench
financebench_id_08243,2127_0,0.5190484,1,0.5190484,1,0,FinanceBench,halubench
14844,3498_0,0.9975739,1,0.9975739,1,1,RAGTruth,halubench
c0ec9219-11c7-4a59-aedb-fc06a6e20f3a,849_0,0.9942789,1,0.9942789,1,1,DROP,halubench
5a6fd11f-fcbe-4711-9a96-bb0a8392483d,877_0,0.991273,1,0.991273,1,1,DROP,halubench
financebench_id_08269,2741_0,0.521538,1,0.521538,1,1,FinanceBench,halubench
23731651,1237_0,0.8128647,1,0.8128647,1,1,pubmedQA,halubench
c1084d20-57f9-4d4d-a154-766c1db9bde8,37_0,0.09812593,0,0.09812593,0,0,DROP,halubench
dddfdc79-a324-4f39-8951-30e865567059,201_0,0.23369166,0,0.23369166,0,0,DROP,halubench
23456798,1249_0,0.923211,1,0.923211,1,1,pubmedQA,halubench
financebench_id_09056,2194_0,0.59091604,1,0.59091604,1,0,FinanceBench,halubench
financebench_id_06474,2505_0,0.5797333,1,0.5797333,1,1,FinanceBench,halubench
26696530,1719_0,0.685075,1,0.685075,1,0,pubmedQA,halubench
ee5a777c-de12-4684-be63-1de33a3301e5,610_0,0.9856749,1,0.9856749,1,1,DROP,halubench
14357,3407_0,0.9954857,1,0.99741507,1,1,RAGTruth,halubench
financebench_id_10245,2787_0,0.51422584,1,0.5205764,1,1,FinanceBench,halubench
23676712,1696_0,0.06891845,0,0.06891845,0,0,pubmedQA,halubench
12296,3074_0,0.9981232,1,0.9981232,1,1,RAGTruth,halubench
8f9d31b7-7082-420a-8895-765ccbb9e83c,880_0,0.9938246,1,0.9938246,1,1,DROP,halubench
31ba666f-e627-4bce-bdb7-1d092760b34a,134_0,0.32429242,0,0.32429242,0,0,DROP,halubench
15688,3622_0,0.026100751,0,0.036919914,0,0,RAGTruth,halubench
300a7164-38c1-4124-93b6-baa76cf0a96d,741_0,0.99519205,1,0.99519205,1,1,DROP,halubench
d7c74a2c-4789-4087-8aa4-3b637acb285e,628_0,0.974003,1,0.974003,1,1,DROP,halubench
27820933,1996_0,0.12556937,0,0.16766104,0,0,pubmedQA,halubench
04f796e2-1860-4455-905e-7479f0465000,253_0,0.0023815949,0,0.0023815949,0,0,DROP,halubench
financebench_id_06691,2750_0,0.5257805,1,0.5257805,1,1,FinanceBench,halubench
7f09cd77-75f4-4fce-8bdd-110721362765,205_0,0.57329684,1,0.57329684,1,0,DROP,halubench
10973847,1856_0,0.2539359,0,0.2539359,0,0,pubmedQA,halubench
7a64e52c-2221-4df1-a694-ea10455149f2,786_0,0.9900669,1,0.9900669,1,1,DROP,halubench
16151723,1169_0,0.9593683,1,0.9593683,1,1,pubmedQA,halubench
11908,3004_0,0.88278437,1,0.88278437,1,0,RAGTruth,halubench
financebench_id_01552,2291_0,0.009735088,0,0.6690467,1,0,FinanceBench,halubench
81c232be-7efe-4e7f-b104-4f5f04b4435d,392_0,0.0016167377,0,0.0016167377,0,0,DROP,halubench
14398,3424_0,0.008498259,0,0.15437949,0,1,RAGTruth,halubench
financebench_id_09726,2644_0,0.4996864,0,0.4996864,0,1,FinanceBench,halubench
c96483f5-af70-4a91-af3a-ee5c7e5d85d4,811_0,0.9911628,1,0.9911628,1,1,DROP,halubench
24461085,1443_0,0.9594787,1,0.9594787,1,1,pubmedQA,halubench
financebench_id_00313,2514_0,0.6822771,1,0.6822771,1,1,FinanceBench,halubench
23251689,1414_0,0.97435474,1,0.97435474,1,1,pubmedQA,halubench
financebench_id_09553,2701_0,0.5370688,1,0.5370688,1,1,FinanceBench,halubench
financebench_id_01349,2743_0,0.39526942,0,0.39526942,0,1,FinanceBench,halubench
40106f12-5a41-4579-8ffb-9e7635adec83,418_0,0.004062074,0,0.004062074,0,0,DROP,halubench
25157773,1194_0,0.1764902,0,0.42794278,0,1,pubmedQA,halubench
financebench_id_03679,2609_0,0.64831525,1,0.64831525,1,1,FinanceBench,halubench
financebench_id_03937,2397_0,0.43924788,0,0.43924788,0,0,FinanceBench,halubench
12044,3020_0,0.9328911,1,0.9328911,1,0,RAGTruth,halubench
financebench_id_02021,2857_0,0.5138717,1,0.5138717,1,1,FinanceBench,halubench
13913,3329_0,0.98520446,1,0.98520446,1,1,RAGTruth,halubench
660cbd19-c845-4ba4-9921-671d15dbcaa3,16_0,0.38401827,0,0.38401827,0,0,DROP,halubench
25223540,1291_0,0.8153025,1,0.84087855,1,1,pubmedQA,halubench
13560,3306_0,0.99609417,1,0.99609417,1,1,RAGTruth,halubench
11904,3000_0,0.99678135,1,0.99678135,1,1,RAGTruth,halubench
financebench_id_04395,2369_0,0.544849,1,0.544849,1,0,FinanceBench,halubench
26103960,1215_0,0.797564,1,0.797564,1,1,pubmedQA,halubench
16563,3753_0,0.9956025,1,0.9956025,1,1,RAGTruth,halubench
a75fa5b7-aef1-4bc9-8e52-af6f6ba74bcd,847_0,0.9818939,1,0.9818939,1,1,DROP,halubench
financebench_id_04151,2824_0,0.5717615,1,0.5717615,1,1,FinanceBench,halubench
3fc35d66-fe98-42a2-9139-ed5b147d542e,35_0,0.22789986,0,0.22789986,0,0,DROP,halubench
15629,3605_0,0.99611557,1,0.99631655,1,1,RAGTruth,halubench
13291,3247_0,0.9947218,1,0.9947218,1,1,RAGTruth,halubench
financebench_id_05180,2092_0,0.52032447,1,0.52032447,1,0,FinanceBench,halubench
17578985,1089_0,0.9498668,1,0.9498668,1,1,pubmedQA,halubench
financebench_id_00181,2535_0,0.3976549,0,0.3976549,0,1,FinanceBench,halubench
17113061,1537_0,0.87790143,1,0.87790143,1,0,pubmedQA,halubench
23395933,1439_0,0.10557348,0,0.10557348,0,1,pubmedQA,halubench
87176942-b400-4fd3-a7d3-48183b54987d,87_0,0.19168945,0,0.44484612,0,0,DROP,halubench
financebench_id_09799,2802_0,0.5330546,1,0.5484193,1,1,FinanceBench,halubench
20530429,1635_0,0.17541416,0,0.17541416,0,0,pubmedQA,halubench
25432938,1550_0,0.8309819,1,0.8309819,1,0,pubmedQA,halubench
1797497,1768_0,0.9222787,1,0.9222787,1,0,pubmedQA,halubench
15734,3644_0,0.9964206,1,0.9964206,1,1,RAGTruth,halubench
27153551,1484_0,0.8650811,1,0.8650811,1,1,pubmedQA,halubench
16361,3725_0,0.99556524,1,0.99556524,1,1,RAGTruth,halubench
22534881,1580_0,0.9643406,1,0.9643406,1,0,pubmedQA,halubench
26276306,1327_0,0.90333146,1,0.90333146,1,1,pubmedQA,halubench
a9099041-12eb-4ed8-9f0d-3998184bcb37,384_0,0.0017862592,0,0.0017862592,0,0,DROP,halubench
financebench_id_09097,2122_0,0.66766155,1,0.6951962,1,0,FinanceBench,halubench
98e5fe66-50b1-4801-8cf9-e5a28678a47c,800_0,0.9663041,1,0.9663041,1,1,DROP,halubench
25886616,1361_0,0.9636491,1,0.9636491,1,1,pubmedQA,halubench
financebench_id_05590,2947_0,0.48727736,0,0.49697474,0,1,FinanceBench,halubench
23455575,1088_0,0.2335129,0,0.2335129,0,1,pubmedQA,halubench
cb4949ef-661a-4e0d-89af-fd03ef2a8802,924_0,0.7664693,1,0.7664693,1,1,DROP,halubench
a3913ea2-6092-4768-989c-a3d4c2a81c60,301_0,0.3323693,0,0.3323693,0,0,DROP,halubench
16772,3776_0,0.7557219,1,0.7557219,1,1,RAGTruth,halubench
financebench_id_07203,2641_0,0.5216458,1,0.5216458,1,1,FinanceBench,halubench
7642a79f-c906-4e0c-aa6b-78cda7c0e0a9,982_0,0.3444232,0,0.3444232,0,1,DROP,halubench
17137506,1766_0,0.15373302,0,0.15373302,0,0,pubmedQA,halubench
financebench_id_03084,2725_0,0.39594275,0,0.39594275,0,1,FinanceBench,halubench
financebench_id_08833,2598_0,0.52484196,1,0.52484196,1,1,FinanceBench,halubench
22059850,1292_0,0.9682275,1,0.9682275,1,1,pubmedQA,halubench
3f33d8fc-7e18-4b5d-b0d1-9c120a3e5ead,773_0,0.9907211,1,0.9907211,1,1,DROP,halubench
01c67c32-9281-4d13-afd2-33aa922994dc,180_0,0.57361144,1,0.57361144,1,0,DROP,halubench
21088672,1468_0,0.9458346,1,0.9458346,1,1,pubmedQA,halubench
financebench_id_05229,2816_0,0.61294603,1,0.61294603,1,1,FinanceBench,halubench
financebench_id_06897,2115_0,0.51314104,1,0.51314104,1,0,FinanceBench,halubench
8fac9dea-d6e7-4439-b822-943cab0abe47,13_0,0.1376867,0,0.1376867,0,0,DROP,halubench
0921fa8d-7593-4a5d-87f1-33170454cebc,387_0,0.43327132,0,0.43327132,0,0,DROP,halubench
financebench_id_04310,2351_0,0.6206796,1,0.6206796,1,0,FinanceBench,halubench
10364743,1773_0,0.10766609,0,0.10766609,0,0,pubmedQA,halubench
21068611,1833_0,0.12962912,0,0.12962912,0,0,pubmedQA,halubench
e0685c96-c27f-4dd4-9a36-b2fe7463a48d,775_0,0.991959,1,0.991959,1,1,DROP,halubench
financebench_id_07856,2306_0,0.54129153,1,0.54129153,1,0,FinanceBench,halubench
25058883,1385_0,0.88716114,1,0.88716114,1,1,pubmedQA,halubench
financebench_id_04529,2014_0,0.45957458,0,0.45957458,0,0,FinanceBench,halubench
17564,3884_0,0.6541637,1,0.8047547,1,1,RAGTruth,halubench
27112610,1627_0,0.55688405,1,0.55688405,1,0,pubmedQA,halubench
a2ea2d15-157c-495e-8078-7634045e0643,872_0,0.47527516,0,0.47527516,0,1,DROP,halubench
financebench_id_05480,2139_0,0.6681117,1,0.6681117,1,0,FinanceBench,halubench
15778,3658_0,0.27994832,0,0.27994832,0,1,RAGTruth,halubench
77bb12b9-7197-4833-804a-88560e68eca6,189_0,0.39200866,0,0.39200866,0,0,DROP,halubench
13073,3197_0,0.830105,1,0.98894554,1,1,RAGTruth,halubench
12704,3158_0,0.99636143,1,0.9971373,1,1,RAGTruth,halubench
23356465,1574_0,0.9174595,1,0.9174595,1,0,pubmedQA,halubench
financebench_id_03236,2471_0,0.5143162,1,0.5143162,1,0,FinanceBench,halubench
financebench_id_05688,2086_0,0.5035261,1,0.5035261,1,0,FinanceBench,halubench
financebench_id_06546,2625_0,0.6854056,1,0.7942377,1,1,FinanceBench,halubench
financebench_id_09401,2885_0,0.4916968,0,0.4916968,0,1,FinanceBench,halubench
financebench_id_01391,2499_0,0.09717311,0,0.09717311,0,0,FinanceBench,halubench
7502d4c1-98e8-40bd-b314-738fbbcb297d,431_0,0.2546289,0,0.2546289,0,0,DROP,halubench
14745,3465_0,0.9885307,1,0.9885307,1,1,RAGTruth,halubench
14507,3437_0,0.9932413,1,0.9932413,1,1,RAGTruth,halubench
20967283,1655_0,0.18818189,0,0.48360515,0,0,pubmedQA,halubench
c2e2f268-7e95-4467-a0e0-d4052397685d,340_0,0.0026202092,0,0.0026202092,0,0,DROP,halubench
15477551,1563_0,0.12192908,0,0.12192908,0,0,pubmedQA,halubench
financebench_id_04318,2888_0,0.53835326,1,0.5473903,1,1,FinanceBench,halubench
e78fbf11-bb01-47f7-a9a6-c2e7026490bf,883_0,0.99302906,1,0.99302906,1,1,DROP,halubench
financebench_id_05664,2250_0,0.54154485,1,0.54154485,1,0,FinanceBench,halubench
financebench_id_05132,2423_0,0.5304985,1,0.5304985,1,0,FinanceBench,halubench
15971,3695_0,0.9216085,1,0.9216085,1,0,RAGTruth,halubench
7ffd22a7-d24f-4cf3-aa1f-011ceb26a1da,207_0,0.37578905,0,0.37578905,0,0,DROP,halubench
11546720,1315_0,0.15696843,0,0.30431005,0,1,pubmedQA,halubench
14765,3479_0,0.70472324,1,0.70472324,1,0,RAGTruth,halubench
1a7e9f62-3033-4d25-ba1a-3acfaa190811,20_0,0.0040418957,0,0.0040418957,0,0,DROP,halubench
18503057,1161_0,0.13079244,0,0.3807473,0,1,pubmedQA,halubench
financebench_id_00999,2238_0,0.039239723,0,0.21814525,0,0,FinanceBench,halubench
fda62fc8-4818-4d2b-b577-e2930ba8188c,542_0,0.9913351,1,0.9913351,1,1,DROP,halubench
financebench_id_08367,2562_0,0.63679445,1,0.6863253,1,1,FinanceBench,halubench
financebench_id_06716,2433_0,0.47714224,0,0.47746298,0,0,FinanceBench,halubench
16898,3806_0,0.9970324,1,0.9970324,1,0,RAGTruth,halubench
15343,3571_0,0.024659915,0,0.024659915,0,1,RAGTruth,halubench
financebench_id_06245,2453_0,0.52449304,1,0.52449304,1,0,FinanceBench,halubench
financebench_id_06350,2612_0,0.52577794,1,0.52577794,1,1,FinanceBench,halubench
financebench_id_08401,2457_0,0.37229618,0,0.37229618,0,0,FinanceBench,halubench
17399,3875_0,0.8020879,1,0.8020879,1,1,RAGTruth,halubench
financebench_id_09029,2431_0,0.47728243,0,0.47728243,0,0,FinanceBench,halubench
financebench_id_05924,2972_0,0.5249065,1,0.5249065,1,1,FinanceBench,halubench
15000338,1087_0,0.43840048,0,0.43840048,0,1,pubmedQA,halubench
17724290,1795_0,0.9662706,1,0.9662706,1,0,pubmedQA,halubench
15174,3540_0,0.99725,1,0.99725,1,1,RAGTruth,halubench
9bf433b7-aad1-4db4-80f7-03e708a32e79,378_0,0.0018762989,0,0.0018762989,0,0,DROP,halubench
26921215,1748_0,0.19219357,0,0.19219357,0,0,pubmedQA,halubench
14970115,1250_0,0.9687575,1,0.9687575,1,1,pubmedQA,halubench
66a854ab-df50-4e97-b622-5a8692624bde,317_0,0.0025193058,0,0.0025193058,0,0,DROP,halubench
financebench_id_08264,2382_0,0.55059034,1,0.55059034,1,0,FinanceBench,halubench
financebench_id_10036,2679_0,0.5558156,1,0.57508063,1,1,FinanceBench,halubench
12557,3137_0,0.99460524,1,0.9968142,1,1,RAGTruth,halubench
financebench_id_10238,2012_0,0.49906084,0,0.49906084,0,0,FinanceBench,halubench
17758,3898_0,0.9279522,1,0.97114235,1,1,RAGTruth,halubench
13105,3199_0,0.92970824,1,0.9536561,1,0,RAGTruth,halubench
financebench_id_08798,2708_0,0.51249635,1,0.51249635,1,1,FinanceBench,halubench
12299,3077_0,0.9978255,1,0.9978255,1,1,RAGTruth,halubench
183173e7-1c40-4ea2-9d47-14dcb2ee78ae,844_0,0.9924419,1,0.9924419,1,1,DROP,halubench
11729377,1559_0,0.8184453,1,0.8184453,1,0,pubmedQA,halubench
11064345,1686_0,0.16891217,0,0.26644203,0,0,pubmedQA,halubench
financebench_id_05548,2611_0,0.5423879,1,0.55962765,1,1,FinanceBench,halubench
13157,3221_0,0.8561815,1,0.8561815,1,0,RAGTruth,halubench
